IdCliente,Evasao,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefonico,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Gasto_Mensal,Gasto_Total,Contas_Diarias
3115-JPJDD,Nao,Feminino,0,Sim,Nao,59,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Nao,Nao,Nao,Um_ano,Sim,Cartao_credito_automatico,81.25,4639.45,2.7083333333333335
3118-UHVVQ,Nao,Feminino,0,Sim,Nao,68,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cartao_credito_automatico,25.8,1911.5,0.86
3120-FAZKD,Nao,Masculino,0,Sim,Sim,54,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Transferencia_automatica,24.05,1230.9,0.8016666666666666
3125-RAHBV,Nao,Masculino,0,Nao,Nao,22,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cartao_credito_automatico,20.3,467.15,0.6766666666666666
3126-WQMGH,Nao,Feminino,0,Sim,Nao,49,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,52.15,2583.75,1.7383333333333333
3128-YOVTD,Nao,Feminino,0,Sim,Sim,51,Sim,Nao,Fibra_optica,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Transferencia_automatica,79.15,4018.55,2.6383333333333336
3129-AAQOU,Nao,Feminino,0,Sim,Sim,19,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,25.6,485.9,0.8533333333333334
3130-ICDUP,Nao,Feminino,0,Nao,Sim,2,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cartao_credito_automatico,80.55,188.1,2.685
3131-NWVFJ,Nao,Feminino,0,Sim,Sim,14,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cheque_enviado,19.55,294.5,0.6516666666666667
3132-TVFDZ,Sim,Masculino,1,Sim,Nao,57,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,44.85,2572.95,1.495
3133-PZNSR,Nao,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra_optica,Sim,Sim,Nao,Sim,Nao,Sim,Dois_anos,Sim,Cartao_credito_automatico,97.75,6991.6,3.2583333333333333
3134-DSHVC,Nao,Feminino,0,Nao,Nao,63,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Nao,Dois_anos,Nao,Cartao_credito_automatico,98.0,6218.45,3.2666666666666666
3137-LUPIX,Nao,Feminino,0,Nao,Nao,4,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,Cheque_enviado,64.4,253.0,2.146666666666667
3137-NYQQI,Nao,Masculino,0,Sim,Nao,17,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Um_ano,Nao,Cheque_enviado,64.8,1175.6,2.1599999999999997
3138-BKYAV,Sim,Masculino,0,Nao,Nao,6,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,85.35,489.45,2.8449999999999998
3143-ILDAL,Sim,Masculino,0,Nao,Nao,56,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Sim,Nao,Sim,Mensal,Sim,Cheque_eletronico,94.45,5124.6,3.1483333333333334
3143-JQEGI,Sim,Feminino,0,Sim,Sim,13,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque_eletronico,88.35,1222.8,2.945
3144-AUDBS,Sim,Feminino,0,Sim,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque_eletronico,49.15,270.8,1.6383333333333332
3144-KMTWZ,Nao,Masculino,0,Sim,Nao,71,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,Transferencia_automatica,93.25,6669.45,3.1083333333333334
3146-JTQHR,Nao,Masculino,0,Sim,Nao,10,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Transferencia_automatica,19.6,189.45,0.6533333333333334
3146-MSEGF,Nao,Feminino,1,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cartao_credito_automatico,88.05,6425.65,2.935
3148-AOIQT,Nao,Feminino,0,Sim,Nao,69,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Cartao_credito_automatico,24.95,1718.35,0.8316666666666667
3148-BLQJT,Sim,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,20.1,20.1,0.67
3154-CFSZG,Nao,Masculino,0,Sim,Sim,47,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,Cheque_eletronico,90.05,4137.2,3.0016666666666665
3154-HMWUU,Nao,Masculino,0,Sim,Nao,60,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Transferencia_automatica,20.5,1198.8,0.6833333333333333
3156-QLHBO,Nao,Masculino,0,Nao,Sim,2,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.25,48.35,0.6416666666666667
3158-MOERK,Sim,Feminino,0,Nao,Nao,2,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,96.0,174.8,3.2
3160-TYXLT,Nao,Masculino,0,Nao,Nao,53,Nao,Sem_telefone,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Transferencia_automatica,46.3,2546.85,1.5433333333333332
3161-GETRM,Nao,Masculino,0,Sim,Sim,34,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,Cartao_credito_automatico,90.05,3097.0,3.0016666666666665
3161-ONRWK,Nao,Masculino,0,Sim,Sim,60,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Um_ano,Sim,Transferencia_automatica,65.85,3928.3,2.195
3162-KKZXO,Nao,Feminino,1,Nao,Nao,55,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,100.15,5409.75,3.3383333333333334
3162-ZJZFU,Nao,Masculino,0,Sim,Sim,53,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,Cheque_eletronico,92.55,4779.45,3.085
3164-AALRN,Sim,Masculino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Um_ano,Sim,Cheque_enviado,70.0,347.4,2.3333333333333335
3164-YAXFY,Nao,Masculino,0,Nao,Nao,57,Nao,Sem_telefone,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,53.75,3196.0,1.7916666666666667
3165-HDOEW,Sim,Masculino,0,Sim,Sim,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,45.85,45.85,1.5283333333333333
3166-PNEOF,Nao,Feminino,0,Nao,Nao,61,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,86.45,5175.3,2.881666666666667
3167-SNQPL,Nao,Masculino,1,Sim,Sim,38,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque_eletronico,101.15,3741.85,3.371666666666667
3170-GWYKC,Nao,Feminino,0,Nao,Nao,60,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,Transferencia_automatica,104.95,6236.75,3.4983333333333335
3170-NMYVV,Nao,Feminino,0,Sim,Sim,50,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,20.15,930.9,0.6716666666666666
3173-NVMPX,Nao,Feminino,0,Sim,Sim,9,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,55.3,501.2,1.8433333333333333
3173-WSSUE,Nao,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cartao_credito_automatico,19.7,1415.85,0.6566666666666666
3174-AKMAS,Nao,Feminino,0,Sim,Nao,46,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Dois_anos,Sim,Cartao_credito_automatico,64.2,3009.5,2.14
3174-RKMOW,Nao,Masculino,0,Sim,Sim,35,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque_eletronico,109.95,3782.4,3.665
3177-LASXD,Sim,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,71.35,71.35,2.378333333333333
3178-CIFOT,Nao,Feminino,0,Nao,Nao,23,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Sim,Cartao_credito_automatico,19.65,478.1,0.6549999999999999
3178-FESZO,Sim,Feminino,0,Nao,Nao,1,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,100.25,100.25,3.341666666666667
3179-GBRWV,Nao,Masculino,1,Sim,Nao,21,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Transferencia_automatica,64.95,1339.8,2.165
3181-MIZBN,Nao,Masculino,0,Sim,Sim,16,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_eletronico,19.75,313.4,0.6583333333333333
3181-VTHOE,Nao,Masculino,0,Sim,Nao,70,Nao,Sem_telefone,DSL,Nao,Sim,Sim,Sim,Nao,Sim,Um_ano,Sim,Transferencia_automatica,51.05,3635.15,1.7016666666666667
3186-AJIEK,Nao,Masculino,0,Nao,Nao,66,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,105.65,6844.5,3.521666666666667
3186-BAXNB,Sim,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Nao,Cheque_eletronico,91.7,91.7,3.0566666666666666
3190-FZATL,Nao,Masculino,0,Nao,Sim,14,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.95,268.4,0.6649999999999999
3190-ITQXP,Nao,Feminino,0,Sim,Sim,46,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,20.25,890.35,0.675
3190-XFANI,Sim,Masculino,0,Nao,Sim,49,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Sim,Sim,Sim,Um_ano,Sim,Transferencia_automatica,100.6,5069.65,3.353333333333333
3191-CSNMG,Nao,Feminino,0,Sim,Sim,3,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,80.7,239.45,2.69
3192-LNKRK,Nao,Masculino,0,Sim,Sim,34,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Cheque_enviado,84.05,2909.95,2.8016666666666667
3192-NQECA,Sim,Masculino,0,Sim,Nao,68,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,110.0,7611.85,3.6666666666666665
3194-ORPIK,Sim,Feminino,0,Sim,Sim,50,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Transferencia_automatica,84.4,4116.15,2.8133333333333335
3195-TQDZX,Nao,Masculino,0,Nao,Nao,3,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cheque_eletronico,20.25,61.45,0.675
3196-NVXLZ,Nao,Feminino,0,Nao,Nao,25,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_enviado,84.6,2088.05,2.82
3197-ARFOY,Nao,Feminino,1,Nao,Nao,19,Sim,Nao,Fibra_optica,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,Cheque_enviado,105.0,2007.25,3.5
3197-NNYNB,Nao,Masculino,0,Nao,Nao,65,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,105.1,6631.85,3.503333333333333
3198-VELRD,Sim,Feminino,0,Sim,Sim,3,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Transferencia_automatica,84.75,264.85,2.825
3199-NPKCN,Nao,Feminino,0,Sim,Nao,67,Sim,Sim,Fibra_optica,Sim,Nao,Sim,Sim,Sim,Sim,Um_ano,Sim,Cheque_eletronico,111.25,7511.65,3.7083333333333335
3199-XGZCY,Nao,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,75.25,576.7,2.5083333333333333
3200-MNQTF,Nao,Masculino,0,Sim,Nao,67,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Dois_anos,Nao,Cartao_credito_automatico,70.9,4677.1,2.3633333333333337
3205-MXZRA,Nao,Masculino,0,Nao,Nao,26,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Um_ano,Nao,Cartao_credito_automatico,59.45,1507.0,1.9816666666666667
3207-OYBWH,Sim,Masculino,1,Sim,Nao,57,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,Transferencia_automatica,95.25,5427.05,3.175
3208-YPIOE,Sim,Masculino,0,Nao,Nao,39,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,75.25,3017.65,2.5083333333333333
3209-ZPKFI,Nao,Masculino,0,Sim,Sim,47,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,54.25,2538.2,1.8083333333333333
3211-AAPKX,Nao,Masculino,0,Nao,Nao,20,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,Cheque_enviado,98.55,2031.95,3.2849999999999997
3211-ILJTT,Sim,Masculino,0,Sim,Nao,17,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferencia_automatica,70.4,1214.05,2.3466666666666667
3212-KXOCR,Nao,Masculino,0,Nao,Nao,52,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,21.0,1107.2,0.7
3213-VVOLG,Nao,Masculino,0,Sim,Sim,0,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,25.35,0.0,0.8450000000000001
3214-IYUUQ,Nao,Feminino,0,Sim,Nao,61,Sim,Nao,Fibra_optica,Sim,Sim,Nao,Sim,Nao,Sim,Um_ano,Nao,Transferencia_automatica,93.7,5860.7,3.1233333333333335
3217-FZDMN,Sim,Feminino,1,Nao,Nao,8,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,94.45,742.95,3.1483333333333334
3219-JQRSL,Nao,Feminino,1,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,89.1,6352.4,2.9699999999999998
3221-CJMSG,Nao,Masculino,0,Nao,Nao,24,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,51.1,1269.6,1.7033333333333334
3223-DWFIO,Nao,Masculino,1,Nao,Nao,4,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,69.35,261.65,2.3116666666666665
3223-WZWJM,Sim,Masculino,0,Nao,Nao,26,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque_eletronico,83.95,2254.2,2.7983333333333333
3224-DFQNQ,Nao,Feminino,0,Sim,Nao,66,Sim,Sim,Fibra_optica,Sim,Sim,Nao,Sim,Nao,Nao,Um_ano,Nao,Cheque_eletronico,89.0,5898.6,2.966666666666667
3227-WLKLI,Nao,Feminino,0,Sim,Sim,65,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Transferencia_automatica,91.55,5963.95,3.0516666666666667
3229-USWAR,Nao,Feminino,0,Nao,Nao,34,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Um_ano,Sim,Transferencia_automatica,79.95,2727.3,2.665
3230-IUALN,Nao,Feminino,0,Sim,Sim,45,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cheque_enviado,81.0,3533.6,2.7
3230-JCNZS,Nao,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Nao,Dois_anos,Sim,Cartao_credito_automatico,99.0,7061.65,3.3
3230-WYKIR,Sim,Masculino,0,Nao,Nao,18,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Um_ano,Sim,Cartao_credito_automatico,82.0,1425.45,2.7333333333333334
3234-VKACU,Nao,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Nao,Cheque_eletronico,70.3,132.4,2.3433333333333333
3235-ETOOB,Sim,Masculino,0,Sim,Nao,8,Sim,Nao,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,74.5,609.9,2.4833333333333334
3237-AJGEH,Sim,Feminino,0,Sim,Sim,3,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque_enviado,31.0,95.05,1.0333333333333334
3239-TPHPZ,Nao,Feminino,0,Sim,Nao,12,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Cheque_eletronico,20.05,264.55,0.6683333333333333
3243-ZHOHY,Nao,Feminino,0,Nao,Nao,16,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cheque_enviado,20.1,296.15,0.67
3244-CQPHU,Nao,Feminino,1,Nao,Nao,72,Sim,Sim,Fibra_optica,Sim,Sim,Nao,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,110.1,7746.7,3.67
3244-DCJWY,Sim,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,70.25,70.25,2.341666666666667
3247-MHJKM,Nao,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,20.2,20.2,0.6733333333333333
3247-ZVOUO,Sim,Masculino,1,Sim,Nao,10,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Cheque_eletronico,85.55,851.75,2.8516666666666666
3249-VHRIP,Nao,Feminino,0,Nao,Nao,62,Nao,Sem_telefone,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Dois_anos,Sim,Cartao_credito_automatico,43.6,2748.7,1.4533333333333334
3249-ZPQRG,Sim,Masculino,0,Nao,Nao,4,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,78.45,330.05,2.615
3251-YMVWZ,Nao,Masculino,0,Nao,Nao,53,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Transferencia_automatica,24.05,1301.9,0.8016666666666666
3253-HKOKL,Nao,Feminino,0,Sim,Sim,52,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Nao,Sim,Sim,Um_ano,Nao,Cheque_eletronico,100.3,5244.45,3.3433333333333333
3254-YRILK,Sim,Masculino,1,Nao,Nao,19,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,88.2,1775.8,2.94
3255-GRXMG,Nao,Masculino,0,Nao,Sim,18,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,45.65,747.2,1.5216666666666667
3256-EZDBI,Nao,Masculino,1,Sim,Nao,51,Nao,Sem_telefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,29.45,1459.35,0.9816666666666667
3258-SANFR,Nao,Masculino,1,Nao,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cartao_credito_automatico,44.7,276.5,1.49
3258-SYSWS,Nao,Masculino,1,Nao,Nao,72,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Transferencia_automatica,113.8,7845.8,3.7933333333333334
3258-ZKPAI,Nao,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,116.6,8337.45,3.8866666666666663
3259-FDWOY,Sim,Masculino,0,Sim,Sim,71,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,106.0,7723.7,3.533333333333333
3259-KNMRR,Nao,Masculino,1,Nao,Nao,57,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,79.75,4438.2,2.658333333333333
3259-QMXUN,Nao,Masculino,0,Sim,Nao,58,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Dois_anos,Sim,Cheque_eletronico,86.1,4890.5,2.8699999999999997
3261-CQXOL,Nao,Feminino,0,Sim,Sim,71,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,25.45,1813.35,0.8483333333333333
3262-EIDHV,Nao,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,84.7,5893.9,2.8233333333333333
3266-FTKHB,Nao,Masculino,0,Nao,Nao,17,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,19.15,343.45,0.6383333333333333
3269-ATYWD,Sim,Masculino,1,Nao,Nao,39,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Transferencia_automatica,95.65,3759.05,3.1883333333333335
3272-VUHPV,Nao,Feminino,0,Sim,Sim,8,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Transferencia_automatica,56.3,401.5,1.8766666666666665
3274-NSDWE,Nao,Feminino,0,Nao,Nao,68,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cartao_credito_automatico,19.6,1441.65,0.6533333333333334
3275-RHRNE,Nao,Masculino,0,Sim,Sim,28,Nao,Sem_telefone,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Um_ano,Sim,Cartao_credito_automatico,60.0,1682.05,2.0
3276-HDUEG,Sim,Feminino,0,Nao,Nao,1,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,75.05,75.05,2.5016666666666665
3278-FSIXX,Nao,Feminino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,45.25,74.2,1.5083333333333333
3279-DYZQM,Nao,Masculino,0,Sim,Sim,71,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,19.45,1378.45,0.6483333333333333
3280-MRDOF,Nao,Masculino,1,Nao,Nao,30,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Dois_anos,Sim,Cartao_credito_automatico,69.1,2093.9,2.3033333333333332
3280-NMUVX,Nao,Masculino,0,Sim,Sim,34,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cartao_credito_automatico,19.6,678.8,0.6533333333333334
3282-ZISZV,Nao,Masculino,0,Nao,Sim,32,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Um_ano,Nao,Cartao_credito_automatico,83.7,2633.3,2.79
3283-WCWXT,Nao,Masculino,0,Sim,Sim,6,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,25.4,153.3,0.8466666666666666
3284-SVCRO,Nao,Feminino,0,Sim,Nao,45,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,25.5,1121.05,0.85
3285-UCQVC,Sim,Feminino,0,Nao,Nao,37,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,Cartao_credito_automatico,28.6,973.55,0.9533333333333334
3292-PBZEJ,Nao,Masculino,1,Nao,Nao,11,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque_eletronico,111.4,1183.05,3.7133333333333334
3295-YVUSR,Nao,Masculino,1,Nao,Nao,2,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,72.6,154.3,2.42
3296-SILRA,Sim,Feminino,1,Sim,Nao,1,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,76.4,76.4,2.546666666666667
